state_name,state_abbrev,fips,total_pop_20,orders_rank_aug19,orders_rank_sep19,orders_rank_oct19,orders_rank_nov19,orders_rank_dec19,orders_rank_jan20,orders_rank_feb20,orders_rank_mar20,orders_rank_apr20,orders_rank_may20,orders_rank_jun20,orders_rank_jul20,orders_rank_aug20,orders_rank_sep20,orders_rank_oct20,orders_rank_nov20,orders_rank_dec20,orders_rank_jan21,orders_rank_feb21,orders_rank_mar21,orders_rank_apr21,orders_rank_may21,orders_rank_jun21,orders_rank_jul21,orders_rank_aug21,orders_rank_sep21,orders_rank_oct21,orders_rank_nov21,orders_rank_dec21,orders_rank_jan22,orders_rank_feb22,orders_rank_mar22,orders_rank_apr22,orders_rank_may22,orders_rank_jun22,orders_rank_jul22,orders_rank_aug22,orders_rank_sep22,orders_rank_oct22,orders_rank_nov22,orders_rank_dec22,merchants_rank_aug19,merchants_rank_sep19,merchants_rank_oct19,merchants_rank_nov19,merchants_rank_dec19,merchants_rank_jan20,merchants_rank_feb20,merchants_rank_mar20,merchants_rank_apr20,merchants_rank_may20,merchants_rank_jun20,merchants_rank_jul20,merchants_rank_aug20,merchants_rank_sep20,merchants_rank_oct20,merchants_rank_nov20,merchants_rank_dec20,merchants_rank_jan21,merchants_rank_feb21,merchants_rank_mar21,merchants_rank_apr21,merchants_rank_may21,merchants_rank_jun21,merchants_rank_jul21,merchants_rank_aug21,merchants_rank_sep21,merchants_rank_oct21,merchants_rank_nov21,merchants_rank_dec21,merchants_rank_jan22,merchants_rank_feb22,merchants_rank_mar22,merchants_rank_apr22,merchants_rank_may22,merchants_rank_jun22,merchants_rank_jul22,merchants_rank_aug22,merchants_rank_sep22,merchants_rank_oct22,merchants_rank_nov22,merchants_rank_dec22,gmv_rank_aug19,gmv_rank_sep19,gmv_rank_oct19,gmv_rank_nov19,gmv_rank_dec19,gmv_rank_jan20,gmv_rank_feb20,gmv_rank_mar20,gmv_rank_apr20,gmv_rank_may20,gmv_rank_jun20,gmv_rank_jul20,gmv_rank_aug20,gmv_rank_sep20,gmv_rank_oct20,gmv_rank_nov20,gmv_rank_dec20,gmv_rank_jan21,gmv_rank_feb21,gmv_rank_mar21,gmv_rank_apr21,gmv_rank_may21,gmv_rank_jun21,gmv_rank_jul21,gmv_rank_aug21,gmv_rank_sep21,gmv_rank_oct21,gmv_rank_nov21,gmv_rank_dec21,gmv_rank_jan22,gmv_rank_feb22,gmv_rank_mar22,gmv_rank_apr22,gmv_rank_may22,gmv_rank_jun22,gmv_rank_jul22,gmv_rank_aug22,gmv_rank_sep22,gmv_rank_oct22,gmv_rank_nov22,gmv_rank_dec22,top3industries_aug19,top3industries_sep19,top3industries_oct19,top3industries_nov19,top3industries_dec19,top3industries_jan20,top3industries_feb20,top3industries_mar20,top3industries_apr20,top3industries_may20,top3industries_jun20,top3industries_jul20,top3industries_aug20,top3industries_sep20,top3industries_oct20,top3industries_nov20,top3industries_dec20,top3industries_jan21,top3industries_feb21,top3industries_mar21,top3industries_apr21,top3industries_may21,top3industries_jun21,top3industries_jul21,top3industries_aug21,top3industries_sep21,top3industries_oct21,top3industries_nov21,top3industries_dec21,top3industries_jan22,top3industries_feb22,top3industries_mar22,top3industries_apr22,top3industries_may22,top3industries_jun22,top3industries_jul22,top3industries_aug22,top3industries_sep22,top3industries_oct22,top3industries_nov22,top3industries_dec22
Nebraska,NE,31,1961504,49,51,50,46,47,44,33,21,27,32,34,45,40,37,37,45,42,38,39,44,41,44,43,41,46,44,44,50,50,50,49,50,51,49,47,49,49,47,48,51,50,49,49,50,49,49,49,48,48,49,48,49,48,46,43,43,46,47,48,46,46,44,44,49,47,47,48,49,48,45,48,40,48,49,48,47,47,48,43,44,47,48,43,51,50,50,51,35,30,26,46,26,37,37,27,35,35,45,45,43,36,48,50,50,25,49,50,50,51,51,51,51,47,51,51,49,51,51,51,49,50,50,49,"fooddrink, fitness_wellness, education","retail, health_med, travel","profsvcs, health_med, education","hobby, health_med, fashion","health_med, hobby, profsvcs","profsvcs, beauty, health_med","profsvcs, health_med, fashion","profsvcs, guns, retail","fashion, profsvcs, fooddrink","homedecor, software_it, profsvcs","profsvcs, guns, fashion","profsvcs, beauty, fashion","profsvcs, beauty, fashion","profsvcs, health_med, restaurant","profsvcs, health_med, restaurant","profsvcs, auto, fashion","profsvcs, fooddrink, fashion","profsvcs, agriculture, guns","profsvcs, hobby, agriculture","profsvcs, guns, agriculture","profsvcs, charity_or_pol, agriculture","profsvcs, agriculture, health_med","travel, profsvcs, sports","retail, profsvcs, sports","homedecor, profsvcs, sports","profsvcs, sports, agriculture","profsvcs, fashion, health_med","retail, homedecor, fashion","retail, realestate, agriculture","retail, agriculture, fashion","retail, agriculture, industrial","construction, beauty, health_med","health_med, fashion, agriculture","fashion, homedecor, health_med","health_med, fashion, agriculture","fashion, health_med, agriculture","fashion, health_med, sports","fashion, health_med, hobby","agriculture, health_med, fashion","fashion, health_med, agriculture","fashion, health_med, agriculture"
Nevada,NV,32,3104614,10,8,8,7,7,7,8,4,4,6,3,1,3,5,5,10,11,13,11,13,10,5,6,6,9,8,8,10,10,7,9,9,10,13,13,9,11,13,12,11,10,4,4,4,4,5,6,5,5,7,5,4,7,7,6,6,7,7,6,8,7,7,8,7,6,6,5,7,4,5,5,5,5,6,6,7,6,7,4,6,5,5,13,14,15,18,20,14,16,11,17,18,19,22,20,23,23,27,33,29,24,26,28,22,30,24,28,25,24,23,22,15,9,6,13,16,12,8,11,12,13,13,13,"retail, health_med, construction","health_med, retail, construction","health_med, retail, auto","retail, health_med, construction","health_med, retail, construction","health_med, beauty, retail","health_med, retail, construction","health_med, retail, construction","restaurant, health_med, retail","health_med, retail, auto","health_med, auto, beauty","health_med, beauty, fashion","health_med, beauty, sports","health_med, beauty, fashion","health_med, beauty, fashion","health_med, beauty, sports","health_med, beauty, sports","health_med, beauty, sports","health_med, beauty, sports","health_med, sports, beauty","health_med, beauty, fashion","health_med, charity_or_pol, beauty","health_med, beauty, fashion","health_med, beauty, fashion","health_med, beauty, adult","health_med, beauty, retail","health_med, beauty, retail","health_med, beauty, retail","health_med, beauty, retail","health_med, consulting, beauty","consulting, profsvcs, health_med","consulting, profsvcs, health_med","consulting, beauty, profsvcs","profsvcs, health_med, beauty","profsvcs, health_med, beauty","financial, beauty, charity_or_pol","consulting, beauty, health_med","consulting, beauty, health_med","consulting, health_med, beauty","consulting, health_med, beauty","health_med, beauty, consulting"
New Hampshire,NH,33,1377529,5,4,4,4,3,3,2,2,6,4,13,4,4,3,3,5,4,3,3,4,3,4,3,3,3,4,2,4,7,6,5,7,6,6,6,6,10,11,11,12,17,3,3,3,3,3,3,3,3,3,4,5,8,4,3,3,3,2,4,3,3,4,3,3,4,4,2,4,6,7,7,8,7,9,8,6,5,6,7,7,7,7,10,13,7,8,10,8,1,2,6,15,20,12,9,5,5,15,15,12,12,17,20,24,28,18,20,15,13,16,19,13,10,29,26,18,24,3,6,11,11,9,12,"education, beauty, retail","education, beauty, retail","education, sports, beauty","beauty, sports, education","sports, beauty, hobby","education, sports, hobby","homesvcs, education, beauty","homesvcs, beauty, hobby","fooddrink, hobby, homesvcs","beauty, fashion, retail","beauty, fashion, education","retail, fashion, education","fooddrink, fashion, beauty","fashion, retail, beauty","fashion, retail, beauty","beauty, sports, fashion","beauty, sports, retail","sports, beauty, fitness_wellness","sports, beauty, retail","retail, health_med, beauty","beauty, education, health_med","retail, education, health_med","retail, health_med, beauty","beauty, health_med, retail","beauty, health_med, fooddrink","beauty, retail, health_med","beauty, health_med, sports","beauty, sports, retail","sports, retail, beauty","sports, construction, health_med","software_it, retail, health_med","health_med, artdesign, retail","retail, artdesign, health_med","auto, health_med, retail","retail, auto, beauty","education, auto, health_med","auto, education, retail","auto, artdesign, sports","sports, auto, artdesign","sports, beauty, artdesign","sports, artdesign, beauty"
New Jersey,NJ,34,9288994,29,21,25,23,29,19,6,12,15,14,9,14,13,11,11,9,8,12,15,15,14,13,11,13,18,23,21,23,21,23,24,21,20,22,17,18,21,23,17,17,16,26,28,30,34,32,30,27,30,28,24,21,19,19,21,21,20,20,19,19,18,19,19,24,22,20,22,21,26,23,26,27,28,28,26,24,29,27,28,28,24,25,32,28,31,30,35,27,21,20,23,25,26,28,29,20,20,6,3,3,5,10,3,7,6,3,6,10,7,10,5,1,3,7,14,8,21,9,22,19,32,16,15,"fitness_wellness, sports, retail","fitness_wellness, sports, fashion","fitness_wellness, health_med, retail","fitness_wellness, sports, beauty","fitness_wellness, beauty, sports","fitness_wellness, education, retail","retail, fitness_wellness, profsvcs","fitness_wellness, retail, health_med","fitness_wellness, retail, fooddrink","retail, fitness_wellness, fooddrink","retail, fitness_wellness, fashion","fitness_wellness, retail, beauty","fitness_wellness, retail, sports","retail, fitness_wellness, sports","retail, fitness_wellness, sports","retail, health_med, fitness_wellness","retail, consulting, health_med","retail, health_med, fitness_wellness","retail, restaurant, health_med","sports, beauty, health_med","restaurant, beauty, sports","restaurant, sports, beauty","music, fooddrink, beauty","music, fashion, health_med","music, fooddrink, beauty","fooddrink, beauty, music","music, fashion, sports","sports, beauty, fooddrink","sports, fooddrink, beauty","sports, fooddrink, beauty","fashion, beauty, fooddrink","fashion, beauty, sports","beauty, sports, fashion","music, fashion, beauty","beauty, sports, retail","music, sports, retail","sports, beauty, retail","fitness_wellness, retail, sports","retail, beauty, sports","homedecor, retail, beauty","music, sports, retail"
New Mexico,NM,35,2117522,48,45,48,47,46,45,46,46,42,48,37,40,44,36,36,42,38,45,41,43,40,40,47,42,32,41,37,36,39,44,43,46,48,51,49,44,46,45,41,40,36,34,40,31,30,40,43,36,40,29,38,26,33,41,45,45,35,40,40,38,42,43,43,45,43,38,42,40,35,38,38,44,46,46,46,46,39,37,44,43,41,40,45,40,49,49,46,50,50,48,42,49,49,47,50,49,49,44,40,48,48,46,47,49,49,48,44,48,45,45,12,48,44,47,48,50,48,50,48,48,47,46,48,"charity_or_pol, education, sports","retail, beauty, fashion","beauty, retail, artdesign","hobby, beauty, retail","education, fashion, retail","beauty, hobby, fashion","fashion, beauty, retail","education, fashion, fooddrink","education, fashion, retail","retail, fitness_wellness, fashion","health_med, retail, fashion","health_med, retail, artdesign","fashion, hobby, artdesign","fashion, health_med, retail","fashion, health_med, retail","fashion, retail, fooddrink","fashion, retail, fooddrink","fashion, retail, fooddrink","fashion, fooddrink, retail","software_it, fashion, fooddrink","fashion, retail, fooddrink","fashion, fooddrink, retail","fashion, fooddrink, retail","retail, fashion, fooddrink","fashion, beauty, fooddrink","fashion, fooddrink, artdesign","fashion, artdesign, fooddrink","fashion, retail, fooddrink","photography, fashion, fooddrink","fashion, retail, artdesign","fitness_wellness, fooddrink, retail","fooddrink, artdesign, retail","financial, charity_or_pol, fooddrink","financial, fooddrink, retail","financial, education, artdesign","hobby, retail, education","retail, fooddrink, artdesign","fooddrink, retail, financial","beauty, retail, fooddrink","beauty, retail, fooddrink","retail, fooddrink, beauty"
New York,NY,36,20201248,39,36,41,37,32,42,28,29,33,35,35,36,34,32,32,41,32,25,24,29,30,28,38,35,40,38,40,40,30,27,37,34,34,38,39,38,33,38,35,36,29,38,42,42,42,39,40,40,44,47,35,35,32,32,28,28,29,29,28,27,26,27,27,31,34,31,34,32,32,31,31,31,34,35,36,37,40,41,42,42,44,39,28,26,20,31,28,19,17,22,25,6,9,8,6,8,8,16,13,17,10,2,6,10,8,11,16,9,9,5,10,12,11,12,6,9,7,22,9,6,4,1,3,"fashion, health_med, auto","fashion, health_med, beauty","fashion, retail, beauty","fashion, retail, beauty","fashion, beauty, retail","fashion, beauty, health_med","auto, fashion, personalsvcs","health_med, retail, fashion","health_med, retail, beauty","software_it, events, law","beauty, software_it, health_med","health_med, beauty, retail","beauty, retail, pets","profsvcs, retail, beauty","profsvcs, retail, beauty","beauty, fashion, retail","health_med, software_it, beauty","beauty, health_med, fashion","law, beauty, fashion","education, fashion, beauty","fashion, health_med, marketing","fashion, health_med, beauty","sports, beauty, health_med","auto, health_med, personal","auto, fashion, hobby","retail, auto, fashion","auto, beauty, fashion","personal, fashion, auto","retail, fashion, auto","fashion, retail, industrial","education, industrial, beauty","education, writing, auto","writing, beauty, auto","beauty, law, industrial","personal, beauty, auto","auto, education, beauty","retail, auto, fashion","retail, auto, hobby","personal, retail, auto","personal, retail, hobby","personal, retail, auto"
North Carolina,NC,37,10439388,18,18,19,20,26,30,32,30,35,9,25,25,18,23,23,15,23,26,34,24,21,22,26,26,28,26,24,33,40,39,34,24,23,33,37,36,34,35,36,30,39,14,16,15,16,18,16,16,15,15,12,13,13,13,13,13,14,13,13,12,12,13,13,13,13,12,12,12,13,14,15,15,14,13,15,11,12,11,11,12,13,15,31,35,35,32,37,31,43,37,34,42,43,36,37,38,38,41,39,13,3,5,7,15,18,9,1,29,17,20,44,45,43,45,45,43,42,43,40,42,44,40,44,"events, fashion, beauty","events, fashion, beauty","fashion, beauty, retail","retail, fashion, beauty","fashion, beauty, retail","performer, fashion, beauty","beauty, fashion, health_med","beauty, health_med, fashion","health_med, retail, fashion","beauty, fashion, events","beauty, fashion, retail","beauty, fashion, artdesign","fashion, beauty, retail","beauty, fashion, industrial","beauty, fashion, industrial","beauty, fashion, health_med","health_med, fashion, beauty","homesvcs, beauty, health_med","homesvcs, beauty, fashion","homesvcs, beauty, fashion","homesvcs, beauty, fashion","homesvcs, beauty, fashion","homesvcs, beauty, fashion","homesvcs, beauty, fashion","homesvcs, beauty, fashion","homesvcs, beauty, fashion","homesvcs, beauty, fashion","homesvcs, beauty, fashion","beauty, fashion, retail","beauty, fashion, sports","beauty, fashion, sports","beauty, fashion, sports","beauty, fashion, health_med","beauty, industrial, fashion","beauty, industrial, fashion","beauty, events, fashion","beauty, auto, sports","beauty, industrial, fashion","beauty, industrial, auto","beauty, fashion, retail","beauty, fashion, health_med"
North Dakota,ND,38,779094,51,47,37,25,51,50,50,51,50,51,51,51,51,47,47,51,51,44,50,46,49,51,51,46,15,13,7,2,1,1,1,2,5,4,2,12,43,31,44,47,49,50,50,49,50,50,50,49,50,45,49,50,50,51,51,51,50,51,50,50,49,51,50,50,49,50,50,51,50,49,49,49,50,48,49,50,50,46,47,46,46,47,50,49,44,33,48,45,42,51,48,48,50,48,45,48,48,12,25,49,49,45,48,47,50,45,40,39,31,37,29,20,20,25,22,17,35,44,42,45,51,48,51,"industrial, fashion, beauty","fashion, industrial, retail","fashion, retail, sports","retail, fashion, sports","travel, hobby, retail","education, events, fashion","events, retail, fashion","fashion, events, fitness_wellness","retail, fashion, beauty","fashion, retail, beauty","retail, pets, fashion","pets, retail, fashion","pets, business, retail","business, retail, fashion","business, retail, fashion","business, retail, construction","business, pets, fashion","retail, fashion, pets","fashion, retail, sports","fashion, sports, retail","fashion, sports, pets","fashion, software_it, pets","fashion, fitness_wellness, industrial","sports, fashion, pets","sports, fashion, retail","fashion, sports, retail","sports, fashion, travel","sports, fashion, retail","sports, fashion, pets","sports, fashion, fooddrink","sports, events, fashion","sports, events, fashion","sports, events, fashion","events, sports, retail","sports, events, health_med","sports, retail, health_med","retail, sports, health_med","fashion, retail, pets","retail, pets, health_med","retail, fashion, artdesign","retail, sports, health_med"
Ohio,OH,39,11799448,12,14,11,13,19,11,12,7,5,11,10,11,8,10,10,4,5,9,14,17,22,21,24,28,35,36,36,30,41,35,30,32,30,37,35,34,31,39,32,41,42,36,33,35,37,35,32,35,35,32,34,36,34,34,33,33,32,34,32,34,31,33,34,32,31,30,30,30,31,33,33,29,30,30,33,35,36,34,34,36,40,37,11,11,17,17,13,7,11,15,2,10,5,9,8,9,9,7,8,7,8,6,12,11,13,12,18,17,15,14,20,17,16,17,16,15,18,14,17,20,24,25,5,"fashion, retail, beauty","fashion, retail, homesvcs","fashion, retail, homesvcs","fashion, retail, homesvcs","fashion, beauty, homesvcs","fashion, homesvcs, beauty","fashion, homesvcs, health_med","homesvcs, beauty, health_med","health_med, homesvcs, retail","health_med, homesvcs, fashion","retail, homesvcs, health_med","homesvcs, fashion, health_med","homesvcs, beauty, health_med","health_med, fashion, homesvcs","health_med, fashion, homesvcs","fashion, software_it, health_med","fashion, software_it, health_med","fashion, health_med, homesvcs","fashion, health_med, homesvcs","fashion, health_med, homesvcs","fashion, health_med, homesvcs","fashion, health_med, homesvcs","health_med, fashion, homesvcs","health_med, fashion, retail","fashion, health_med, homesvcs","fashion, health_med, homesvcs","fashion, health_med, homesvcs","fashion, health_med, homesvcs","fashion, homesvcs, health_med","fashion, health_med, homesvcs","fashion, health_med, homesvcs","fashion, health_med, homesvcs","fashion, health_med, homesvcs","fashion, health_med, homesvcs","fashion, health_med, homesvcs","retail, fashion, health_med","fashion, health_med, homesvcs","fashion, health_med, homesvcs","fashion, health_med, auto","fashion, health_med, auto","fashion, health_med, auto"
Oklahoma,OK,40,3959353,21,32,35,32,42,40,35,36,44,28,33,46,47,50,50,48,50,50,46,42,42,43,42,44,44,46,47,43,46,40,48,43,44,46,44,39,44,42,34,37,24,30,32,34,32,37,35,34,38,37,46,45,44,42,41,41,47,46,47,47,44,47,46,47,46,48,45,44,46,41,45,46,45,47,41,43,35,31,36,35,35,34,35,37,34,35,34,33,35,33,37,39,45,44,48,46,46,40,49,46,43,34,45,44,48,50,47,46,47,47,49,46,49,46,46,38,46,47,49,47,37,45,41,"retail, auto, fitness_wellness","retail, auto, health_med","retail, agriculture, health_med","retail, auto, health_med","health_med, retail, auto","health_med, retail, fitness_wellness","retail, health_med, auto","health_med, retail, auto","retail, fashion, health_med","retail, personal, auto","retail, personal, health_med","retail, auto, health_med","retail, auto, fitness_wellness","retail, auto, fitness_wellness","retail, auto, fitness_wellness","guns, retail, auto","retail, auto, fitness_wellness","retail, auto, fitness_wellness","health_med, auto, retail","guns, auto, retail","auto, retail, fitness_wellness","health_med, auto, fitness_wellness","auto, retail, fitness_wellness","auto, retail, health_med","auto, retail, health_med","health_med, auto, retail","auto, health_med, retail","auto, fashion, retail","auto, retail, fashion","auto, retail, fashion","auto, retail, hobby","auto, retail, sports","auto, retail, sports","auto, retail, fooddrink","auto, retail, fitness_wellness","health_med, auto, retail","auto, retail, health_med","auto, health_med, retail","health_med, retail, auto","auto, retail, pets","pets, retail, auto"
Oregon,OR,41,4237256,15,12,12,14,14,16,23,17,18,24,29,27,25,22,22,21,16,20,30,22,17,17,17,15,16,21,14,16,15,15,14,10,9,8,8,5,6,4,4,5,5,18,20,21,20,21,18,18,21,26,28,34,35,28,31,31,24,23,23,33,28,31,31,29,25,23,25,24,22,20,18,23,20,19,18,19,20,22,20,18,16,18,33,27,26,25,5,32,34,28,24,27,28,27,31,32,32,28,30,30,30,27,25,30,27,25,33,31,26,28,26,22,23,23,19,22,20,18,12,14,14,12,16,"health_med, fashion, beauty","health_med, fashion, beauty","health_med, fashion, beauty","health_med, retail, fashion","retail, fooddrink, health_med","health_med, fashion, retail","health_med, fashion, charity_or_pol","health_med, restaurant, fashion","hobby, restaurant, fooddrink","sports, beauty, health_med","sports, beauty, health_med","health_med, beauty, sports","health_med, sports, fashion","fashion, health_med, homesvcs","fashion, health_med, homesvcs","health_med, homesvcs, sports","health_med, sports, fashion","health_med, sports, beauty","health_med, sports, auto","health_med, sports, auto","health_med, sports, charity_or_pol","health_med, charity_or_pol, sports","health_med, sports, homesvcs","health_med, sports, auto","health_med, auto, beauty","health_med, homesvcs, beauty","health_med, auto, travel","health_med, sports, homesvcs","health_med, homesvcs, restaurant","health_med, sports, auto","health_med, auto, sports","health_med, auto, sports","health_med, auto, sports","health_med, sports, auto","health_med, auto, fashion","health_med, auto, sports","sports, auto, health_med","health_med, sports, auto","health_med, sports, auto","sports, health_med, auto","health_med, sports, auto"
Pennsylvania,PA,42,13002700,41,31,31,34,31,33,40,42,28,31,31,33,31,29,29,26,34,27,26,26,29,30,35,36,39,34,28,27,37,10,22,25,37,35,33,29,29,26,23,24,27,45,46,45,46,46,45,45,43,41,36,40,37,37,34,34,31,33,35,31,34,35,35,36,35,33,35,35,36,36,37,36,37,37,39,38,42,42,41,37,39,38,34,31,36,36,19,36,37,44,35,41,33,35,38,30,30,42,38,41,42,33,30,32,17,36,27,24,22,22,35,42,39,41,39,37,34,33,8,8,42,28,39,"industrial, retail, pets","industrial, hobby, beauty","industrial, beauty, retail","health_med, industrial, retail","industrial, travel, retail","industrial, hobby, retail","industrial, beauty, retail","retail, beauty, industrial","retail, fashion, industrial","retail, fooddrink, fashion","profsvcs, retail, fashion","profsvcs, retail, beauty","fashion, retail, beauty","beauty, retail, fashion","beauty, retail, fashion","retail, fashion, beauty","health_med, retail, fooddrink","health_med, beauty, retail","beauty, health_med, industrial","travel, fashion, beauty","travel, industrial, fashion","health_med, beauty, fashion","travel, beauty, health_med","travel, beauty, health_med","travel, health_med, beauty","travel, beauty, fashion","travel, beauty, health_med","travel, fashion, beauty","travel, retail, beauty","health_med, retail, beauty","health_med, retail, beauty","health_med, retail, beauty","health_med, retail, beauty","consulting, health_med, retail","retail, health_med, sports","health_med, beauty, industrial","construction, business, health_med","construction, health_med, fashion","health_med, fashion, industrial","travel, health_med, industrial","health_med, industrial, fashion"
Rhode Island,RI,44,1097379,25,20,15,30,18,18,24,43,21,30,48,49,48,44,44,32,27,31,29,38,44,49,48,47,47,35,29,41,24,13,20,33,39,40,40,41,45,49,45,45,43,24,18,19,19,16,22,31,27,31,26,30,31,26,35,35,34,25,24,22,22,29,21,27,30,32,21,34,23,21,21,20,19,23,24,23,24,19,26,21,23,21,49,42,43,43,38,49,48,47,28,32,42,45,46,42,42,39,41,40,41,42,41,46,46,46,49,43,41,42,38,37,31,35,43,46,37,49,50,51,49,49,37,"homesvcs, fashion, fitness_wellness","homesvcs, fashion, fitness_wellness","fashion, homesvcs, fitness_wellness","homesvcs, retail, fashion","retail, homesvcs, fooddrink","homesvcs, retail, fitness_wellness","homesvcs, auto, health_med","auto, homesvcs, restaurant","fooddrink, homesvcs, restaurant","events, photography, fashion","events, auto, photography","auto, photography, events","auto, photography, restaurant","photography, auto, homesvcs","photography, auto, homesvcs","photography, auto, retail","auto, retail, photography","photography, auto, sports","auto, photography, sports","auto, photography, fitness_wellness","auto, fashion, photography","auto, photography, homesvcs","auto, photography, retail","auto, photography, retail","auto, photography, retail","auto, photography, fashion","auto, fashion, photography","auto, photography, retail","sports, auto, photography","sports, auto, photography","sports, auto, photography","auto, sports, photography","auto, retail, beauty","auto, retail, beauty","auto, health_med, retail","auto, photography, retail","auto, photography, retail","auto, retail, photography","auto, photography, retail","auto, retail, photography","sports, retail, auto"
South Carolina,SC,45,5118425,43,41,21,27,21,24,38,32,46,43,32,30,28,27,27,28,33,28,21,23,28,31,37,39,36,39,39,29,31,34,31,29,33,25,20,16,18,33,25,27,20,22,19,16,18,17,14,14,13,14,11,11,12,12,12,12,11,15,12,11,11,12,12,11,11,11,10,11,11,11,10,10,11,11,11,10,11,13,12,16,12,14,46,48,46,44,41,42,46,42,45,7,8,21,40,31,31,38,18,38,39,35,38,43,40,40,41,45,44,40,43,41,41,40,38,36,25,27,20,41,36,39,31,"homesvcs, fashion, beauty","homesvcs, fashion, health_med","sports, homesvcs, beauty","beauty, education, fashion","homesvcs, beauty, fashion","sports, beauty, homesvcs","beauty, hobby, health_med","homesvcs, beauty, fashion","fashion, homesvcs, beauty","fooddrink, beauty, business","fooddrink, business, beauty","fooddrink, beauty, business","beauty, business, fashion","beauty, business, fashion","beauty, business, fashion","beauty, business, fashion","artdesign, beauty, fashion","beauty, sports, health_med","beauty, retail, fashion","beauty, auto, fashion","beauty, auto, fashion","beauty, auto, fashion","beauty, auto, fashion","beauty, auto, health_med","beauty, homesvcs, health_med","beauty, health_med, sports","beauty, fashion, health_med","beauty, fashion, retail","beauty, homesvcs, education","beauty, sports, realestate","beauty, fashion, retail","beauty, retail, fashion","beauty, hobby, retail","beauty, auto, health_med","beauty, auto, education","auto, beauty, homesvcs","homedecor, beauty, hobby","beauty, hobby, retail","beauty, homedecor, hobby","beauty, hobby, retail","beauty, hobby, retail"
South Dakota,SD,46,886667,24,13,38,45,36,39,39,10,1,3,26,50,29,30,30,44,46,43,49,48,50,46,44,51,49,49,51,46,19,45,46,49,45,36,45,47,38,44,47,44,45,31,26,27,27,23,25,26,23,22,39,33,45,47,46,46,45,36,39,44,47,45,49,41,48,46,47,45,45,37,46,42,47,40,37,39,34,36,32,32,32,35,27,47,45,47,43,47,40,34,9,23,39,51,39,45,45,47,5,47,6,49,46,1,47,4,7,49,49,44,23,49,48,48,47,45,47,40,39,43,38,38,40,"auto, retail, outdoors","fashion, outdoors, hobby","fashion, outdoors, hobby","outdoors, retail, sports","outdoors, fashion, hobby","outdoors, auto, sports","outdoors, marketing, homesvcs","homesvcs, fashion, outdoors","homesvcs, fashion, retail","homesvcs, fashion, personalsvcs","homesvcs, transportation, fashion","hobby, homesvcs, fashion","fitness_wellness, homesvcs, fashion","fitness_wellness, fashion, hobby","fitness_wellness, fashion, hobby","fashion, hobby, fitness_wellness","fashion, restaurant, hobby","fashion, homesvcs, auto","auto, fashion, hobby","fashion, auto, hobby","artdesign, fashion, auto","hobby, artdesign, agriculture","homesvcs, retail, agriculture","hobby, fashion, retail","industrial, hobby, fashion","fashion, restaurant, health_med","hobby, health_med, retail","fashion, hobby, restaurant","agriculture, fashion, hobby","auto, sports, health_med","sports, industrial, health_med","auto, industrial, health_med","retail, beauty, fashion","hobby, retail, industrial","industrial, hobby, retail","industrial, fashion, hobby","fashion, industrial, hobby","industrial, fashion, health_med","fashion, industrial, sports","fashion, events, industrial","outdoors, health_med, fashion"
Tennessee,TN,47,6910840,36,34,30,42,39,43,37,31,32,37,27,16,32,38,38,46,43,36,42,39,39,38,32,31,31,27,26,31,34,30,21,23,27,30,24,21,17,18,14,21,25,28,24,20,22,26,26,23,25,24,21,22,23,22,23,23,28,31,26,24,25,24,26,22,19,21,20,22,25,24,20,21,21,22,20,21,21,20,21,19,20,23,44,44,47,48,47,46,38,41,41,40,36,32,44,43,43,49,44,27,44,44,44,45,44,42,42,38,35,39,42,36,28,32,33,40,39,36,32,35,35,41,43,"health_med, auto, beauty","auto, health_med, beauty","outdoors, health_med, auto","auto, beauty, health_med","health_med, auto, beauty","health_med, auto, beauty","health_med, auto, beauty","health_med, restaurant, auto","restaurant, auto, beauty","entertainment, beauty, auto","entertainment, beauty, auto","entertainment, beauty, health_med","auto, health_med, fashion","auto, beauty, health_med","auto, beauty, health_med","fashion, auto, beauty","guns, fashion, auto","guns, hobby, auto","health_med, beauty, hobby","auto, beauty, health_med","beauty, auto, health_med","beauty, health_med, auto","beauty, health_med, auto","beauty, health_med, auto","auto, health_med, beauty","health_med, auto, beauty","health_med, events, auto","auto, beauty, health_med","auto, health_med, beauty","auto, retail, health_med","fashion, auto, beauty","auto, beauty, health_med","auto, artdesign, health_med","auto, beauty, health_med","auto, health_med, beauty","auto, health_med, beauty","auto, health_med, beauty","auto, health_med, outdoors","outdoors, health_med, auto","auto, health_med, beauty","auto, health_med, sports"
